,Year,country,crop_measurement,crops_type,crops_action,crop_value,import_export_value
7926,2017,Ireland,ha,Rye,Area harvested,189.0,1830.0
7927,2017,Ireland,ha,Rye,Area harvested,189.0,665.0
7928,2017,Ireland,ha,Rye,Area harvested,189.0,278.0
7929,2017,Ireland,ha,Rye,Area harvested,189.0,7619.0
7930,2017,Ireland,ha,Rye,Area harvested,189.0,22100.0
7931,2017,Ireland,ha,Rye,Area harvested,189.0,7028.0
7932,2017,Ireland,ha,Rye,Area harvested,189.0,1826.0
7933,2017,Ireland,ha,Rye,Area harvested,189.0,538.0
7934,2017,Ireland,ha,Rye,Area harvested,189.0,72.0
7935,2017,Ireland,ha,Rye,Area harvested,189.0,31564.0
7936,2017,Ireland,hg/ha,Rye,Yield,33280.0,615.0
7937,2017,Ireland,hg/ha,Rye,Yield,33280.0,545.0
7938,2017,Ireland,hg/ha,Rye,Yield,33280.0,1985.0
7939,2017,Ireland,hg/ha,Rye,Yield,33280.0,14778.0
7940,2017,Ireland,hg/ha,Rye,Yield,33280.0,17923.0
7941,2017,Ireland,hg/ha,Rye,Yield,33280.0,241.0
7942,2017,Ireland,hg/ha,Rye,Yield,33280.0,190.0
7943,2017,Ireland,hg/ha,Rye,Yield,33280.0,6029.0
7944,2017,Ireland,hg/ha,Rye,Yield,33280.0,46510.0
7945,2017,Ireland,hg/ha,Rye,Yield,33280.0,52971.0
7946,2017,Ireland,hg/ha,Rye,Yield,33280.0,549.0
7947,2017,Ireland,hg/ha,Rye,Yield,33280.0,1329.0
7948,2017,Ireland,hg/ha,Rye,Yield,33280.0,8161.0
7949,2017,Ireland,hg/ha,Rye,Yield,33280.0,19114.0
7950,2017,Ireland,hg/ha,Rye,Yield,33280.0,29152.0
7951,2017,Ireland,hg/ha,Rye,Yield,33280.0,2415.0
7952,2017,Ireland,hg/ha,Rye,Yield,33280.0,2657.0
7953,2017,Ireland,hg/ha,Rye,Yield,33280.0,1822.0
7954,2017,Ireland,hg/ha,Rye,Yield,33280.0,2302.0
7955,2017,Ireland,hg/ha,Rye,Yield,33280.0,9196.0
7956,2017,Ireland,hg/ha,Rye,Yield,33280.0,3658.0
7957,2017,Ireland,hg/ha,Rye,Yield,33280.0,579.0
7958,2017,Ireland,hg/ha,Rye,Yield,33280.0,5166.0
7959,2017,Ireland,hg/ha,Rye,Yield,33280.0,278.0
7960,2017,Ireland,hg/ha,Rye,Yield,33280.0,9681.0
7961,2017,Ireland,hg/ha,Rye,Yield,33280.0,7478.0
7962,2017,Ireland,hg/ha,Rye,Yield,33280.0,5300.0
7963,2017,Ireland,hg/ha,Rye,Yield,33280.0,23162.0
7964,2017,Ireland,hg/ha,Rye,Yield,33280.0,82983.0
7965,2017,Ireland,hg/ha,Rye,Yield,33280.0,2837.0
7966,2017,Ireland,hg/ha,Rye,Yield,33280.0,121759.0
7967,2017,Ireland,hg/ha,Rye,Yield,33280.0,335.0
7968,2017,Ireland,hg/ha,Rye,Yield,33280.0,178.0
7969,2017,Ireland,hg/ha,Rye,Yield,33280.0,109.0
7970,2017,Ireland,hg/ha,Rye,Yield,33280.0,45.0
7971,2017,Ireland,hg/ha,Rye,Yield,33280.0,667.0
7972,2017,Ireland,hg/ha,Rye,Yield,33280.0,65.0
7973,2017,Ireland,hg/ha,Rye,Yield,33280.0,54.0
7974,2017,Ireland,hg/ha,Rye,Yield,33280.0,47.0
7975,2017,Ireland,hg/ha,Rye,Yield,33280.0,34.0
7976,2017,Ireland,hg/ha,Rye,Yield,33280.0,200.0
7977,2017,Ireland,hg/ha,Rye,Yield,33280.0,1005.0
7978,2017,Ireland,hg/ha,Rye,Yield,33280.0,720.0
7979,2017,Ireland,hg/ha,Rye,Yield,33280.0,313.0
7980,2017,Ireland,hg/ha,Rye,Yield,33280.0,90.0
7981,2017,Ireland,hg/ha,Rye,Yield,33280.0,2128.0
7982,2017,Ireland,hg/ha,Rye,Yield,33280.0,2521.0
7983,2017,Ireland,hg/ha,Rye,Yield,33280.0,1024.0
7984,2017,Ireland,hg/ha,Rye,Yield,33280.0,207.0
7985,2017,Ireland,hg/ha,Rye,Yield,33280.0,48.0
7986,2017,Ireland,hg/ha,Rye,Yield,33280.0,3800.0
7987,2017,Ireland,hg/ha,Rye,Yield,33280.0,1176.0
7988,2017,Ireland,hg/ha,Rye,Yield,33280.0,406.0
7989,2017,Ireland,hg/ha,Rye,Yield,33280.0,157.0
7990,2017,Ireland,hg/ha,Rye,Yield,33280.0,74.0
7991,2017,Ireland,hg/ha,Rye,Yield,33280.0,1813.0
7992,2017,Ireland,hg/ha,Rye,Yield,33280.0,5102.0
7993,2017,Ireland,hg/ha,Rye,Yield,33280.0,2382.0
7994,2017,Ireland,hg/ha,Rye,Yield,33280.0,833.0
7995,2017,Ireland,hg/ha,Rye,Yield,33280.0,291.0
7996,2017,Ireland,hg/ha,Rye,Yield,33280.0,25.0
7997,2017,Ireland,hg/ha,Rye,Yield,33280.0,8633.0
7998,2017,Ireland,hg/ha,Rye,Yield,33280.0,240.0
7999,2017,Ireland,hg/ha,Rye,Yield,33280.0,434.0
8000,2017,Ireland,hg/ha,Rye,Yield,33280.0,883.0
8001,2017,Ireland,hg/ha,Rye,Yield,33280.0,2153.0
8002,2017,Ireland,hg/ha,Rye,Yield,33280.0,3709.0
8003,2017,Ireland,hg/ha,Rye,Yield,33280.0,297.0
8004,2017,Ireland,hg/ha,Rye,Yield,33280.0,336.0
8005,2017,Ireland,hg/ha,Rye,Yield,33280.0,866.0
8006,2017,Ireland,hg/ha,Rye,Yield,33280.0,9539.0
8007,2017,Ireland,hg/ha,Rye,Yield,33280.0,11038.0
8008,2017,Ireland,hg/ha,Rye,Yield,33280.0,971.0
8009,2017,Ireland,hg/ha,Rye,Yield,33280.0,1340.0
8010,2017,Ireland,hg/ha,Rye,Yield,33280.0,4412.0
8011,2017,Ireland,hg/ha,Rye,Yield,33280.0,6283.0
8012,2017,Ireland,hg/ha,Rye,Yield,33280.0,13006.0
8013,2017,Ireland,hg/ha,Rye,Yield,33280.0,5784.0
8014,2017,Ireland,hg/ha,Rye,Yield,33280.0,8496.0
8015,2017,Ireland,hg/ha,Rye,Yield,33280.0,6224.0
8016,2017,Ireland,hg/ha,Rye,Yield,33280.0,6359.0
8017,2017,Ireland,hg/ha,Rye,Yield,33280.0,26862.0
8018,2017,Ireland,hg/ha,Rye,Yield,33280.0,9642.0
8019,2017,Ireland,hg/ha,Rye,Yield,33280.0,2982.0
8020,2017,Ireland,hg/ha,Rye,Yield,33280.0,10744.0
8021,2017,Ireland,hg/ha,Rye,Yield,33280.0,2728.0
8022,2017,Ireland,hg/ha,Rye,Yield,33280.0,26095.0
8023,2017,Ireland,hg/ha,Rye,Yield,33280.0,16933.0
8024,2017,Ireland,hg/ha,Rye,Yield,33280.0,13588.0
8025,2017,Ireland,hg/ha,Rye,Yield,33280.0,23128.0
8026,2017,Ireland,hg/ha,Rye,Yield,33280.0,27061.0
8027,2017,Ireland,hg/ha,Rye,Yield,33280.0,1885.0
8028,2017,Ireland,hg/ha,Rye,Yield,33280.0,82595.0
8029,2017,Ireland,hg/ha,Rye,Yield,33280.0,1194.0
8030,2017,Ireland,hg/ha,Rye,Yield,33280.0,305.0
8031,2017,Ireland,hg/ha,Rye,Yield,33280.0,139.0
8032,2017,Ireland,hg/ha,Rye,Yield,33280.0,43.0
8033,2017,Ireland,hg/ha,Rye,Yield,33280.0,1681.0
8034,2017,Ireland,hg/ha,Rye,Yield,33280.0,95.0
8035,2017,Ireland,hg/ha,Rye,Yield,33280.0,58.0
8036,2017,Ireland,hg/ha,Rye,Yield,33280.0,48.0
8037,2017,Ireland,hg/ha,Rye,Yield,33280.0,35.0
8038,2017,Ireland,hg/ha,Rye,Yield,33280.0,236.0
8039,2017,Ireland,hg/ha,Rye,Yield,33280.0,4687.0
8040,2017,Ireland,hg/ha,Rye,Yield,33280.0,1711.0
8041,2017,Ireland,hg/ha,Rye,Yield,33280.0,458.0
8042,2017,Ireland,hg/ha,Rye,Yield,33280.0,96.0
8043,2017,Ireland,hg/ha,Rye,Yield,33280.0,6952.0
8044,2017,Ireland,hg/ha,Rye,Yield,33280.0,11278.0
8045,2017,Ireland,hg/ha,Rye,Yield,33280.0,3124.0
8046,2017,Ireland,hg/ha,Rye,Yield,33280.0,516.0
8047,2017,Ireland,hg/ha,Rye,Yield,33280.0,86.0
8048,2017,Ireland,hg/ha,Rye,Yield,33280.0,15004.0
8049,2017,Ireland,hg/ha,Rye,Yield,33280.0,4846.0
8050,2017,Ireland,hg/ha,Rye,Yield,33280.0,1830.0
8051,2017,Ireland,hg/ha,Rye,Yield,33280.0,665.0
8052,2017,Ireland,hg/ha,Rye,Yield,33280.0,278.0
8053,2017,Ireland,hg/ha,Rye,Yield,33280.0,7619.0
8054,2017,Ireland,hg/ha,Rye,Yield,33280.0,22100.0
8055,2017,Ireland,hg/ha,Rye,Yield,33280.0,7028.0
8056,2017,Ireland,hg/ha,Rye,Yield,33280.0,1826.0
8057,2017,Ireland,hg/ha,Rye,Yield,33280.0,538.0
8058,2017,Ireland,hg/ha,Rye,Yield,33280.0,72.0
8059,2017,Ireland,hg/ha,Rye,Yield,33280.0,31564.0
8060,2017,Ireland,tonnes,Rye,Production,629.0,615.0
8061,2017,Ireland,tonnes,Rye,Production,629.0,545.0
8062,2017,Ireland,tonnes,Rye,Production,629.0,1985.0
8063,2017,Ireland,tonnes,Rye,Production,629.0,14778.0
8064,2017,Ireland,tonnes,Rye,Production,629.0,17923.0
8065,2017,Ireland,tonnes,Rye,Production,629.0,241.0
8066,2017,Ireland,tonnes,Rye,Production,629.0,190.0
8067,2017,Ireland,tonnes,Rye,Production,629.0,6029.0
8068,2017,Ireland,tonnes,Rye,Production,629.0,46510.0
8069,2017,Ireland,tonnes,Rye,Production,629.0,52971.0
8070,2017,Ireland,tonnes,Rye,Production,629.0,549.0
8071,2017,Ireland,tonnes,Rye,Production,629.0,1329.0
8072,2017,Ireland,tonnes,Rye,Production,629.0,8161.0
8073,2017,Ireland,tonnes,Rye,Production,629.0,19114.0
8074,2017,Ireland,tonnes,Rye,Production,629.0,29152.0
8075,2017,Ireland,tonnes,Rye,Production,629.0,2415.0
8076,2017,Ireland,tonnes,Rye,Production,629.0,2657.0
8077,2017,Ireland,tonnes,Rye,Production,629.0,1822.0
8078,2017,Ireland,tonnes,Rye,Production,629.0,2302.0
8079,2017,Ireland,tonnes,Rye,Production,629.0,9196.0
8080,2017,Ireland,tonnes,Rye,Production,629.0,3658.0
8081,2017,Ireland,tonnes,Rye,Production,629.0,579.0
8082,2017,Ireland,tonnes,Rye,Production,629.0,5166.0
8083,2017,Ireland,tonnes,Rye,Production,629.0,278.0
8084,2017,Ireland,tonnes,Rye,Production,629.0,9681.0
8085,2017,Ireland,tonnes,Rye,Production,629.0,7478.0
8086,2017,Ireland,tonnes,Rye,Production,629.0,5300.0
8087,2017,Ireland,tonnes,Rye,Production,629.0,23162.0
8088,2017,Ireland,tonnes,Rye,Production,629.0,82983.0
8089,2017,Ireland,tonnes,Rye,Production,629.0,2837.0
8090,2017,Ireland,tonnes,Rye,Production,629.0,121759.0
8091,2017,Ireland,tonnes,Rye,Production,629.0,335.0
8092,2017,Ireland,tonnes,Rye,Production,629.0,178.0
8093,2017,Ireland,tonnes,Rye,Production,629.0,109.0
8094,2017,Ireland,tonnes,Rye,Production,629.0,45.0
8095,2017,Ireland,tonnes,Rye,Production,629.0,667.0
8096,2017,Ireland,tonnes,Rye,Production,629.0,65.0
8097,2017,Ireland,tonnes,Rye,Production,629.0,54.0
8098,2017,Ireland,tonnes,Rye,Production,629.0,47.0
8099,2017,Ireland,tonnes,Rye,Production,629.0,34.0
8100,2017,Ireland,tonnes,Rye,Production,629.0,200.0
8101,2017,Ireland,tonnes,Rye,Production,629.0,1005.0
8102,2017,Ireland,tonnes,Rye,Production,629.0,720.0
8103,2017,Ireland,tonnes,Rye,Production,629.0,313.0
8104,2017,Ireland,tonnes,Rye,Production,629.0,90.0
8105,2017,Ireland,tonnes,Rye,Production,629.0,2128.0
8106,2017,Ireland,tonnes,Rye,Production,629.0,2521.0
8107,2017,Ireland,tonnes,Rye,Production,629.0,1024.0
8108,2017,Ireland,tonnes,Rye,Production,629.0,207.0
8109,2017,Ireland,tonnes,Rye,Production,629.0,48.0
8110,2017,Ireland,tonnes,Rye,Production,629.0,3800.0
8111,2017,Ireland,tonnes,Rye,Production,629.0,1176.0
8112,2017,Ireland,tonnes,Rye,Production,629.0,406.0
8113,2017,Ireland,tonnes,Rye,Production,629.0,157.0
8114,2017,Ireland,tonnes,Rye,Production,629.0,74.0
8115,2017,Ireland,tonnes,Rye,Production,629.0,1813.0
8116,2017,Ireland,tonnes,Rye,Production,629.0,5102.0
8117,2017,Ireland,tonnes,Rye,Production,629.0,2382.0
8118,2017,Ireland,tonnes,Rye,Production,629.0,833.0
8119,2017,Ireland,tonnes,Rye,Production,629.0,291.0
8120,2017,Ireland,tonnes,Rye,Production,629.0,25.0
8121,2017,Ireland,tonnes,Rye,Production,629.0,8633.0
8122,2017,Ireland,tonnes,Rye,Production,629.0,240.0
8123,2017,Ireland,tonnes,Rye,Production,629.0,434.0
8124,2017,Ireland,tonnes,Rye,Production,629.0,883.0
8125,2017,Ireland,tonnes,Rye,Production,629.0,2153.0
8126,2017,Ireland,tonnes,Rye,Production,629.0,3709.0
8127,2017,Ireland,tonnes,Rye,Production,629.0,297.0
8128,2017,Ireland,tonnes,Rye,Production,629.0,336.0
8129,2017,Ireland,tonnes,Rye,Production,629.0,866.0
8130,2017,Ireland,tonnes,Rye,Production,629.0,9539.0
8131,2017,Ireland,tonnes,Rye,Production,629.0,11038.0
8132,2017,Ireland,tonnes,Rye,Production,629.0,971.0
8133,2017,Ireland,tonnes,Rye,Production,629.0,1340.0
8134,2017,Ireland,tonnes,Rye,Production,629.0,4412.0
8135,2017,Ireland,tonnes,Rye,Production,629.0,6283.0
8136,2017,Ireland,tonnes,Rye,Production,629.0,13006.0
8137,2017,Ireland,tonnes,Rye,Production,629.0,5784.0
8138,2017,Ireland,tonnes,Rye,Production,629.0,8496.0
8139,2017,Ireland,tonnes,Rye,Production,629.0,6224.0
8140,2017,Ireland,tonnes,Rye,Production,629.0,6359.0
8141,2017,Ireland,tonnes,Rye,Production,629.0,26862.0
8142,2017,Ireland,tonnes,Rye,Production,629.0,9642.0
8143,2017,Ireland,tonnes,Rye,Production,629.0,2982.0
8144,2017,Ireland,tonnes,Rye,Production,629.0,10744.0
8145,2017,Ireland,tonnes,Rye,Production,629.0,2728.0
8146,2017,Ireland,tonnes,Rye,Production,629.0,26095.0
8147,2017,Ireland,tonnes,Rye,Production,629.0,16933.0
8148,2017,Ireland,tonnes,Rye,Production,629.0,13588.0
8149,2017,Ireland,tonnes,Rye,Production,629.0,23128.0
8150,2017,Ireland,tonnes,Rye,Production,629.0,27061.0
8151,2017,Ireland,tonnes,Rye,Production,629.0,1885.0
8152,2017,Ireland,tonnes,Rye,Production,629.0,82595.0
8153,2017,Ireland,tonnes,Rye,Production,629.0,1194.0
8154,2017,Ireland,tonnes,Rye,Production,629.0,305.0
8155,2017,Ireland,tonnes,Rye,Production,629.0,139.0
8156,2017,Ireland,tonnes,Rye,Production,629.0,43.0
8157,2017,Ireland,tonnes,Rye,Production,629.0,1681.0
8158,2017,Ireland,tonnes,Rye,Production,629.0,95.0
8159,2017,Ireland,tonnes,Rye,Production,629.0,58.0
8160,2017,Ireland,tonnes,Rye,Production,629.0,48.0
8161,2017,Ireland,tonnes,Rye,Production,629.0,35.0
8162,2017,Ireland,tonnes,Rye,Production,629.0,236.0
8163,2017,Ireland,tonnes,Rye,Production,629.0,4687.0
8164,2017,Ireland,tonnes,Rye,Production,629.0,1711.0
8165,2017,Ireland,tonnes,Rye,Production,629.0,458.0
8166,2017,Ireland,tonnes,Rye,Production,629.0,96.0
8167,2017,Ireland,tonnes,Rye,Production,629.0,6952.0
8168,2017,Ireland,tonnes,Rye,Production,629.0,11278.0
8169,2017,Ireland,tonnes,Rye,Production,629.0,3124.0
8170,2017,Ireland,tonnes,Rye,Production,629.0,516.0
8171,2017,Ireland,tonnes,Rye,Production,629.0,86.0
8172,2017,Ireland,tonnes,Rye,Production,629.0,15004.0
8173,2017,Ireland,tonnes,Rye,Production,629.0,4846.0
8174,2017,Ireland,tonnes,Rye,Production,629.0,1830.0
8175,2017,Ireland,tonnes,Rye,Production,629.0,665.0
8176,2017,Ireland,tonnes,Rye,Production,629.0,278.0
8177,2017,Ireland,tonnes,Rye,Production,629.0,7619.0
8178,2017,Ireland,tonnes,Rye,Production,629.0,22100.0
8179,2017,Ireland,tonnes,Rye,Production,629.0,7028.0
8180,2017,Ireland,tonnes,Rye,Production,629.0,1826.0
8181,2017,Ireland,tonnes,Rye,Production,629.0,538.0
8182,2017,Ireland,tonnes,Rye,Production,629.0,72.0
8183,2017,Ireland,tonnes,Rye,Production,629.0,31564.0
8184,2017,Ireland,ha,Spinach,Area harvested,282.0,615.0
8185,2017,Ireland,ha,Spinach,Area harvested,282.0,545.0
8186,2017,Ireland,ha,Spinach,Area harvested,282.0,1985.0
8187,2017,Ireland,ha,Spinach,Area harvested,282.0,14778.0
8188,2017,Ireland,ha,Spinach,Area harvested,282.0,17923.0
8189,2017,Ireland,ha,Spinach,Area harvested,282.0,241.0
8190,2017,Ireland,ha,Spinach,Area harvested,282.0,190.0
8191,2017,Ireland,ha,Spinach,Area harvested,282.0,6029.0
8192,2017,Ireland,ha,Spinach,Area harvested,282.0,46510.0
8193,2017,Ireland,ha,Spinach,Area harvested,282.0,52971.0
8194,2017,Ireland,ha,Spinach,Area harvested,282.0,549.0
8195,2017,Ireland,ha,Spinach,Area harvested,282.0,1329.0
8196,2017,Ireland,ha,Spinach,Area harvested,282.0,8161.0
8197,2017,Ireland,ha,Spinach,Area harvested,282.0,19114.0
8198,2017,Ireland,ha,Spinach,Area harvested,282.0,29152.0
8199,2017,Ireland,ha,Spinach,Area harvested,282.0,2415.0
8200,2017,Ireland,ha,Spinach,Area harvested,282.0,2657.0
8201,2017,Ireland,ha,Spinach,Area harvested,282.0,1822.0
8202,2017,Ireland,ha,Spinach,Area harvested,282.0,2302.0
8203,2017,Ireland,ha,Spinach,Area harvested,282.0,9196.0
8204,2017,Ireland,ha,Spinach,Area harvested,282.0,3658.0
8205,2017,Ireland,ha,Spinach,Area harvested,282.0,579.0
8206,2017,Ireland,ha,Spinach,Area harvested,282.0,5166.0
8207,2017,Ireland,ha,Spinach,Area harvested,282.0,278.0
8208,2017,Ireland,ha,Spinach,Area harvested,282.0,9681.0
8209,2017,Ireland,ha,Spinach,Area harvested,282.0,7478.0
8210,2017,Ireland,ha,Spinach,Area harvested,282.0,5300.0
8211,2017,Ireland,ha,Spinach,Area harvested,282.0,23162.0
8212,2017,Ireland,ha,Spinach,Area harvested,282.0,82983.0
8213,2017,Ireland,ha,Spinach,Area harvested,282.0,2837.0
8214,2017,Ireland,ha,Spinach,Area harvested,282.0,121759.0
8215,2017,Ireland,ha,Spinach,Area harvested,282.0,335.0
8216,2017,Ireland,ha,Spinach,Area harvested,282.0,178.0
8217,2017,Ireland,ha,Spinach,Area harvested,282.0,109.0
8218,2017,Ireland,ha,Spinach,Area harvested,282.0,45.0
8219,2017,Ireland,ha,Spinach,Area harvested,282.0,667.0
8220,2017,Ireland,ha,Spinach,Area harvested,282.0,65.0
8221,2017,Ireland,ha,Spinach,Area harvested,282.0,54.0
8222,2017,Ireland,ha,Spinach,Area harvested,282.0,47.0
8223,2017,Ireland,ha,Spinach,Area harvested,282.0,34.0
8224,2017,Ireland,ha,Spinach,Area harvested,282.0,200.0
8225,2017,Ireland,ha,Spinach,Area harvested,282.0,1005.0
8226,2017,Ireland,ha,Spinach,Area harvested,282.0,720.0
8227,2017,Ireland,ha,Spinach,Area harvested,282.0,313.0
8228,2017,Ireland,ha,Spinach,Area harvested,282.0,90.0
8229,2017,Ireland,ha,Spinach,Area harvested,282.0,2128.0
8230,2017,Ireland,ha,Spinach,Area harvested,282.0,2521.0
8231,2017,Ireland,ha,Spinach,Area harvested,282.0,1024.0
8232,2017,Ireland,ha,Spinach,Area harvested,282.0,207.0
8233,2017,Ireland,ha,Spinach,Area harvested,282.0,48.0
8234,2017,Ireland,ha,Spinach,Area harvested,282.0,3800.0
8235,2017,Ireland,ha,Spinach,Area harvested,282.0,1176.0
8236,2017,Ireland,ha,Spinach,Area harvested,282.0,406.0
8237,2017,Ireland,ha,Spinach,Area harvested,282.0,157.0
8238,2017,Ireland,ha,Spinach,Area harvested,282.0,74.0
8239,2017,Ireland,ha,Spinach,Area harvested,282.0,1813.0
8240,2017,Ireland,ha,Spinach,Area harvested,282.0,5102.0
8241,2017,Ireland,ha,Spinach,Area harvested,282.0,2382.0
8242,2017,Ireland,ha,Spinach,Area harvested,282.0,833.0
8243,2017,Ireland,ha,Spinach,Area harvested,282.0,291.0
8244,2017,Ireland,ha,Spinach,Area harvested,282.0,25.0
8245,2017,Ireland,ha,Spinach,Area harvested,282.0,8633.0
8246,2017,Ireland,ha,Spinach,Area harvested,282.0,240.0
8247,2017,Ireland,ha,Spinach,Area harvested,282.0,434.0
8248,2017,Ireland,ha,Spinach,Area harvested,282.0,883.0
8249,2017,Ireland,ha,Spinach,Area harvested,282.0,2153.0
8250,2017,Ireland,ha,Spinach,Area harvested,282.0,3709.0
8251,2017,Ireland,ha,Spinach,Area harvested,282.0,297.0
8252,2017,Ireland,ha,Spinach,Area harvested,282.0,336.0
8253,2017,Ireland,ha,Spinach,Area harvested,282.0,866.0
8254,2017,Ireland,ha,Spinach,Area harvested,282.0,9539.0
8255,2017,Ireland,ha,Spinach,Area harvested,282.0,11038.0
8256,2017,Ireland,ha,Spinach,Area harvested,282.0,971.0
8257,2017,Ireland,ha,Spinach,Area harvested,282.0,1340.0
8258,2017,Ireland,ha,Spinach,Area harvested,282.0,4412.0
8259,2017,Ireland,ha,Spinach,Area harvested,282.0,6283.0
8260,2017,Ireland,ha,Spinach,Area harvested,282.0,13006.0
8261,2017,Ireland,ha,Spinach,Area harvested,282.0,5784.0
8262,2017,Ireland,ha,Spinach,Area harvested,282.0,8496.0
8263,2017,Ireland,ha,Spinach,Area harvested,282.0,6224.0
8264,2017,Ireland,ha,Spinach,Area harvested,282.0,6359.0
8265,2017,Ireland,ha,Spinach,Area harvested,282.0,26862.0
8266,2017,Ireland,ha,Spinach,Area harvested,282.0,9642.0
8267,2017,Ireland,ha,Spinach,Area harvested,282.0,2982.0
8268,2017,Ireland,ha,Spinach,Area harvested,282.0,10744.0
8269,2017,Ireland,ha,Spinach,Area harvested,282.0,2728.0
8270,2017,Ireland,ha,Spinach,Area harvested,282.0,26095.0
8271,2017,Ireland,ha,Spinach,Area harvested,282.0,16933.0
8272,2017,Ireland,ha,Spinach,Area harvested,282.0,13588.0
8273,2017,Ireland,ha,Spinach,Area harvested,282.0,23128.0
8274,2017,Ireland,ha,Spinach,Area harvested,282.0,27061.0
8275,2017,Ireland,ha,Spinach,Area harvested,282.0,1885.0
8276,2017,Ireland,ha,Spinach,Area harvested,282.0,82595.0
8277,2017,Ireland,ha,Spinach,Area harvested,282.0,1194.0
8278,2017,Ireland,ha,Spinach,Area harvested,282.0,305.0
8279,2017,Ireland,ha,Spinach,Area harvested,282.0,139.0
8280,2017,Ireland,ha,Spinach,Area harvested,282.0,43.0
8281,2017,Ireland,ha,Spinach,Area harvested,282.0,1681.0
8282,2017,Ireland,ha,Spinach,Area harvested,282.0,95.0
8283,2017,Ireland,ha,Spinach,Area harvested,282.0,58.0
8284,2017,Ireland,ha,Spinach,Area harvested,282.0,48.0
8285,2017,Ireland,ha,Spinach,Area harvested,282.0,35.0
8286,2017,Ireland,ha,Spinach,Area harvested,282.0,236.0
8287,2017,Ireland,ha,Spinach,Area harvested,282.0,4687.0
8288,2017,Ireland,ha,Spinach,Area harvested,282.0,1711.0
8289,2017,Ireland,ha,Spinach,Area harvested,282.0,458.0
8290,2017,Ireland,ha,Spinach,Area harvested,282.0,96.0
8291,2017,Ireland,ha,Spinach,Area harvested,282.0,6952.0
8292,2017,Ireland,ha,Spinach,Area harvested,282.0,11278.0
8293,2017,Ireland,ha,Spinach,Area harvested,282.0,3124.0
8294,2017,Ireland,ha,Spinach,Area harvested,282.0,516.0
8295,2017,Ireland,ha,Spinach,Area harvested,282.0,86.0
8296,2017,Ireland,ha,Spinach,Area harvested,282.0,15004.0
8297,2017,Ireland,ha,Spinach,Area harvested,282.0,4846.0
8298,2017,Ireland,ha,Spinach,Area harvested,282.0,1830.0
8299,2017,Ireland,ha,Spinach,Area harvested,282.0,665.0
8300,2017,Ireland,ha,Spinach,Area harvested,282.0,278.0
8301,2017,Ireland,ha,Spinach,Area harvested,282.0,7619.0
8302,2017,Ireland,ha,Spinach,Area harvested,282.0,22100.0
8303,2017,Ireland,ha,Spinach,Area harvested,282.0,7028.0
8304,2017,Ireland,ha,Spinach,Area harvested,282.0,1826.0
8305,2017,Ireland,ha,Spinach,Area harvested,282.0,538.0
8306,2017,Ireland,ha,Spinach,Area harvested,282.0,72.0
8307,2017,Ireland,ha,Spinach,Area harvested,282.0,31564.0
8308,2017,Ireland,hg/ha,Spinach,Yield,75000.0,615.0
8309,2017,Ireland,hg/ha,Spinach,Yield,75000.0,545.0
8310,2017,Ireland,hg/ha,Spinach,Yield,75000.0,1985.0
8311,2017,Ireland,hg/ha,Spinach,Yield,75000.0,14778.0
8312,2017,Ireland,hg/ha,Spinach,Yield,75000.0,17923.0
8313,2017,Ireland,hg/ha,Spinach,Yield,75000.0,241.0
8314,2017,Ireland,hg/ha,Spinach,Yield,75000.0,190.0
8315,2017,Ireland,hg/ha,Spinach,Yield,75000.0,6029.0
8316,2017,Ireland,hg/ha,Spinach,Yield,75000.0,46510.0
8317,2017,Ireland,hg/ha,Spinach,Yield,75000.0,52971.0
8318,2017,Ireland,hg/ha,Spinach,Yield,75000.0,549.0
8319,2017,Ireland,hg/ha,Spinach,Yield,75000.0,1329.0
8320,2017,Ireland,hg/ha,Spinach,Yield,75000.0,8161.0
8321,2017,Ireland,hg/ha,Spinach,Yield,75000.0,19114.0
8322,2017,Ireland,hg/ha,Spinach,Yield,75000.0,29152.0
8323,2017,Ireland,hg/ha,Spinach,Yield,75000.0,2415.0
8324,2017,Ireland,hg/ha,Spinach,Yield,75000.0,2657.0
8325,2017,Ireland,hg/ha,Spinach,Yield,75000.0,1822.0
8326,2017,Ireland,hg/ha,Spinach,Yield,75000.0,2302.0
8327,2017,Ireland,hg/ha,Spinach,Yield,75000.0,9196.0
8328,2017,Ireland,hg/ha,Spinach,Yield,75000.0,3658.0
8329,2017,Ireland,hg/ha,Spinach,Yield,75000.0,579.0
8330,2017,Ireland,hg/ha,Spinach,Yield,75000.0,5166.0
8331,2017,Ireland,hg/ha,Spinach,Yield,75000.0,278.0
8332,2017,Ireland,hg/ha,Spinach,Yield,75000.0,9681.0
8333,2017,Ireland,hg/ha,Spinach,Yield,75000.0,7478.0
8334,2017,Ireland,hg/ha,Spinach,Yield,75000.0,5300.0
8335,2017,Ireland,hg/ha,Spinach,Yield,75000.0,23162.0
8336,2017,Ireland,hg/ha,Spinach,Yield,75000.0,82983.0
8337,2017,Ireland,hg/ha,Spinach,Yield,75000.0,2837.0
8338,2017,Ireland,hg/ha,Spinach,Yield,75000.0,121759.0
8339,2017,Ireland,hg/ha,Spinach,Yield,75000.0,335.0
8340,2017,Ireland,hg/ha,Spinach,Yield,75000.0,178.0
8341,2017,Ireland,hg/ha,Spinach,Yield,75000.0,109.0
8342,2017,Ireland,hg/ha,Spinach,Yield,75000.0,45.0
